organization,abbreviation,type,domain,scope,hq_country,founded,url,pep_url,pep_label
Asia/Pacific Group on Money Laundering,APG,Standards body,Finance & development,Regional,Australia,1997,https://www.apgml.org,https://www.apgml.org/about-us/governance-committee,Governance Committee
Basel Committee on Banking Supervision,BCBS,Standards body,Finance & development,Global,Switzerland,1974,https://www.bis.org/bcbs,https://www.bis.org/bcbs/organ_and_gov.htm,Organisation and governance
Basel Committee on Banking Supervision,BCBS,Standards body,Finance & development,Global,Switzerland,1974,https://www.bis.org/bcbs,https://www.bis.org/bcbs/membership.htm,Committee membership
Caribbean Financial Action Task Force,CFATF,Standards body,Finance & development,Regional,Trinidad and Tobago,1990,https://www.cfatf-gafic.org,https://www.cfatf-gafic.org/how-are-we-organized,Governance structure
Committee of Experts on the Evaluation of Anti-Money Laundering Measures,MONEYVAL,Standards body,Finance & development,Regional,France,1997,https://www.coe.int/en/web/moneyval,https://www.coe.int/en/web/moneyval/moneyval-brief/structure,Bureau and structure
Committee of Experts on the Evaluation of Anti-Money Laundering Measures,MONEYVAL,Standards body,Finance & development,Regional,France,1997,https://www.coe.int/en/web/moneyval,https://www.coe.int/en/web/moneyval/moneyval-brief/secretariat,Secretariat
Eastern and Southern Africa Anti-Money Laundering Group,ESAAMLG,Standards body,Finance & development,Regional,Tanzania,1999,https://www.esaamlg.org,https://www.esaamlg.org/index.php/about_esaamlg_secretariet,Secretariat
Eastern and Southern Africa Anti-Money Laundering Group,ESAAMLG,Standards body,Finance & development,Regional,Tanzania,1999,https://www.esaamlg.org,https://www.esaamlg.org/about,Governing bodies
Eurasian Group on Combating Money Laundering and Financing of Terrorism,EAG,Standards body,Finance & development,Regional,Russia,2004,https://eurasiangroup.org,https://eurasiangroup.org/en/eag-secretariat,Secretariat
Eurasian Group on Combating Money Laundering and Financing of Terrorism,EAG,Standards body,Finance & development,Regional,Russia,2004,https://eurasiangroup.org,https://eurasiangroup.org/en/organizational-chart,Organizational chart
Financial Action Task Force,FATF,Standards body,Finance & development,Global,France,1989,https://www.fatf-gafi.org,https://www.fatf-gafi.org/en/the-fatf/fatf-presidency.html,Presidency
Financial Action Task Force,FATF,Standards body,Finance & development,Global,France,1989,https://www.fatf-gafi.org,https://www.fatf-gafi.org/en/the-fatf/fatf-secretariat.html,Secretariat
Financial Action Task Force of Latin America,GAFILAT,Standards body,Finance & development,Regional,Argentina,2000,https://www.gafilat.org,https://gafilat.org/index.php/es/gafilat/el-equipo,Team organigrama
Financial Action Task Force of Latin America,GAFILAT,Standards body,Finance & development,Regional,Argentina,2000,https://www.gafilat.org,https://www.gafilat.org/index.php/en/espanol/13-inicio/la-secretaria/30-la-secretaria,Executive Secretariat
Financial Stability Board,FSB,Standards body,Finance & development,Global,Switzerland,2009,https://www.fsb.org,https://www.fsb.org/about/organisation-and-governance/,Organisation and governance
Financial Stability Board,FSB,Standards body,Finance & development,Global,Switzerland,2009,https://www.fsb.org,https://www.fsb.org/about/organisation-and-governance/members-of-the-financial-stability-board/,Members
Inter-Governmental Action Group against Money Laundering in West Africa,GIABA,Standards body,Finance & development,Regional,Senegal,2000,https://www.giaba.org,https://www.giaba.org/about-giaba/1871__executive-leadership.html,Executive leadership
Inter-Governmental Action Group against Money Laundering in West Africa,GIABA,Standards body,Finance & development,Regional,Senegal,2000,https://www.giaba.org,https://www.giaba.org/meet-executive-director/,Executive Director
International Association of Insurance Supervisors,IAIS,Standards body,Finance & development,Global,Switzerland,1994,https://www.iais.org,https://www.iais.org/about-the-iais/iais-leadership/,Leadership
International Association of Insurance Supervisors,IAIS,Standards body,Finance & development,Global,Switzerland,1994,https://www.iais.org,https://www.iais.org/about-the-iais/organisational-structure/,Organisational structure
International Association of Insurance Supervisors,IAIS,Standards body,Finance & development,Global,Switzerland,1994,https://www.iais.org,https://www.iais.org/about-the-iais/iais-secretariat/,Secretariat
International Organization of Securities Commissions,IOSCO,Standards body,Finance & development,Global,Spain,1983,https://www.iosco.org,https://www.iosco.org/v2/about/?subsection=our-leadership,Our leadership
International Organization of Securities Commissions,IOSCO,Standards body,Finance & development,Global,Spain,1983,https://www.iosco.org,https://www.iosco.org/v2/about/?subsection=display_committee&cmtid=11,IOSCO Board
International Organization of Securities Commissions,IOSCO,Standards body,Finance & development,Global,Spain,1983,https://www.iosco.org,https://www.iosco.org/v2/about/?subsection=gs,General Secretariat
Middle East and North Africa Financial Action Task Force,MENAFATF,Standards body,Finance & development,Regional,Bahrain,2004,http://www.menafatf.org,https://www.menafatf.org/about/presidency,Presidency
Middle East and North Africa Financial Action Task Force,MENAFATF,Standards body,Finance & development,Regional,Bahrain,2004,http://www.menafatf.org,https://www.menafatf.org/about/secretariat,Secretariat
Society for Worldwide Interbank Financial Telecommunication,SWIFT,Standards body,Finance & development,Global,Belgium,1973,https://www.swift.com,https://www.swift.com/about-us/organisation-governance/swift-board-directors,Board of Directors
Society for Worldwide Interbank Financial Telecommunication,SWIFT,Standards body,Finance & development,Global,Belgium,1973,https://www.swift.com,https://www.swift.com/about-us/organisation-governance/swift-management,Management team
Society for Worldwide Interbank Financial Telecommunication,SWIFT,Standards body,Finance & development,Global,Belgium,1973,https://www.swift.com,https://www.swift.com/about-us/organisation-governance,Organisation & Governance
International Testing Agency,ITA,Standards body,Sport,Global,Switzerland,2018,https://ita.sport,https://ita.sport/about-us/structure/,Structure & governance
World Anti-Doping Agency,WADA,Standards body,Sport,Global,Canada,1999,https://www.wada-ama.org,https://www.wada-ama.org/en/who-we-are/governance/executive-committee,Executive Committee
World Anti-Doping Agency,WADA,Standards body,Sport,Global,Canada,1999,https://www.wada-ama.org,https://www.wada-ama.org/en/who-we-are/governance/foundation-board,Foundation Board
World Anti-Doping Agency,WADA,Standards body,Sport,Global,Canada,1999,https://www.wada-ama.org,https://www.wada-ama.org/en/who-we-are/governance,Governance
ASTM International,ASTM,Standards body,Standards & tech,Global,United States,1898,https://www.astm.org,https://www.astm.org/about/governance/board-of-directors,Board of Directors
GS1,GS1,Standards body,Standards & tech,Global,Belgium,1974,https://www.gs1.org,https://www.gs1.org/about/management-board,Management Board
International Commission on Illumination,CIE,Standards body,Standards & tech,Global,Austria,1913,https://cie.co.at,,
International Electrotechnical Commission,IEC,Standards body,Standards & tech,Global,Switzerland,1906,https://www.iec.ch,https://www.iec.ch/management-structure,Management structure
International Organization for Standardization,ISO,Standards body,Standards & tech,Global,Switzerland,1947,https://www.iso.org,https://www.iso.org/principal-officers.html,Principal Officers
International Organization for Standardization,ISO,Standards body,Standards & tech,Global,Switzerland,1947,https://www.iso.org,https://www.iso.org/structure.html,Structure and governance
Internet Assigned Numbers Authority,IANA,Standards body,Standards & tech,Global,United States,1988,https://www.iana.org,,
Internet Engineering Task Force,IETF,Standards body,Standards & tech,Global,United States,1986,https://www.ietf.org,https://www.ietf.org/about/groups/iesg/members/,IESG Members
Internet Engineering Task Force,IETF,Standards body,Standards & tech,Global,United States,1986,https://www.ietf.org,https://www.ietf.org/about/groups/,Leadership groups
Internet Engineering Task Force,IETF,Standards body,Standards & tech,Global,United States,1986,https://www.ietf.org,https://www.ietf.org/about/groups/iab/,Internet Architecture Board
Standards and Metrology Institute for Islamic Countries,SMIIC,Standards body,Standards & tech,Regional,Turkey,2010,https://smiic.org,https://smiic.org/en/structure,Structure & organs
Standards and Metrology Institute for Islamic Countries,SMIIC,Standards body,Standards & tech,Regional,Turkey,2010,https://smiic.org,https://smiic.org/en/standardization-management-council-smc,Management Council
Unicode Consortium,Unicode,Standards body,Standards & tech,Global,United States,1991,https://home.unicode.org,https://www.unicode.org/consortium/directors.html,Board of Directors
Unicode Consortium,Unicode,Standards body,Standards & tech,Global,United States,1991,https://home.unicode.org,https://www.unicode.org/consortium/officers.html,Executive Officers
Unicode Consortium,Unicode,Standards body,Standards & tech,Global,United States,1991,https://home.unicode.org,https://www.unicode.org/consortium/,Consortium governance
World Wide Web Consortium,W3C,Standards body,Standards & tech,Global,United States,1994,https://www.w3.org,https://www.w3.org/about/leadership/,Leadership
World Wide Web Consortium,W3C,Standards body,Standards & tech,Global,United States,1994,https://www.w3.org,https://www.w3.org/groups/other/board/,Board of Directors
World Wide Web Consortium,W3C,Standards body,Standards & tech,Global,United States,1994,https://www.w3.org,https://www.w3.org/staff/w3m/,Senior Leadership Team
European Food Safety Authority,EFSA,Supranational,Agriculture & food,Regional,Italy,2002,https://www.efsa.europa.eu,https://www.efsa.europa.eu/en/people/mbmembers,Management Board members
European Food Safety Authority,EFSA,Supranational,Agriculture & food,Regional,Italy,2002,https://www.efsa.europa.eu,https://www.efsa.europa.eu/en/people/operationalmanagement,Operational management
European Food Safety Authority,EFSA,Supranational,Agriculture & food,Regional,Italy,2002,https://www.efsa.europa.eu,https://www.efsa.europa.eu/en/about/governance,Governance
European Chemicals Agency,ECHA,Supranational,Environment,Regional,Finland,2007,https://echa.europa.eu,https://www.echa.europa.eu/about-us/who-we-are/management-board/management-board-members,Management Board members
European Chemicals Agency,ECHA,Supranational,Environment,Regional,Finland,2007,https://echa.europa.eu,https://echa.europa.eu/about-us/who-we-are/management-board,Management Board
European Chemicals Agency,ECHA,Supranational,Environment,Regional,Finland,2007,https://echa.europa.eu,https://echa.europa.eu/about-us/who-we-are/executive-director,Executive Director
European Environment Agency,EEA,Supranational,Environment,Regional,Denmark,1990,https://www.eea.europa.eu,https://www.eea.europa.eu/en/about/who-we-are/governance/list-of-management-board-members,Management Board members
